id_evento,Estacion,Real_izq_der,Estimacion_izq_der,Real_distance,Estimacion_distance,Real_baz,Estimacion_baz,Distancia_Costa,costero,lat,lon
11273483_4.3,PB09,0.0,0.0,67.91306451,60.1044883728027,48.8148092364292,51.4772529602051,93.322,0.0,-21.3918,-68.749
11279322_4.1,PB18,1.0,1.0,31.80131443,90.9641418457031,265.99544285012,246.07861328125,127.726,0.0,-17.6093,-69.7789
11283029_4.3,PB06,0.0,0.0,275.0749708,299.114410400391,112.434983177715,122.86442565918,72.813,0.0,-23.6342,-67.0801
11291427_4.5,PB06,0.0,0.0,328.7733617,315.934844970703,116.836945496523,121.023666381836,72.813,0.0,-24.0198,-66.6884
11302796_4.3,PB06,0.0,0.0,312.7229294,295.710021972656,116.888650189118,125.48412322998,72.813,0.0,-23.9592,-66.8317
11306441_4.5,PB09,0.0,0.0,216.7428196,222.337966918945,59.3245022351338,81.6176071166992,93.322,0.0,-20.7881,-67.4515
11310353_4.3,PB09,0.0,0.0,290.0372433,268.541717529297,117.114237125368,110.890029907227,93.322,0.0,-22.9708,-66.7244
11314044_4.9,PB09,0.0,0.0,81.45484637,92.3044815063477,90.2069344160806,93.8040313720703,93.322,0.0,-21.7972,-68.4542
11318996_4.9,PB06,0.0,0.0,294.4333817,302.566070556641,123.544820413614,122.185180664063,72.813,0.0,-24.1565,-67.1574
11325405_4.9,CO02,0.0,0.0,197.3289207,157.614608764648,101.5029359,95.1684036254883,61.890,0.0,-31.5425,-68.9639
11329069_5.0,AC02,0.0,0.0,199.6815766,183.514572143555,115.049187010611,122.680862426758,166.364,0.0,-27.5866,-67.2969
11331410_4.2,PB09,0.0,0.0,264.3888674,242.955963134766,117.660233694192,114.820281982422,93.322,0.0,-22.8889,-66.9597
11333501_4.5,PB09,0.0,0.0,67.12852547,82.1333847045898,72.9297714844875,72.936653137207,93.322,0.0,-21.6173,-68.6221
11338619_5.3,PB06,0.0,0.0,256.6640472,244.356369018555,128.135801105534,124.578521728516,72.813,0.0,-24.1245,-67.5861
11339869_4.4,CO01,0.0,0.0,184.0456882,166.883514404297,58.34538721,56.6782646179199,121.188,0.0,-29.0961,-68.4846
11340985_4.5,PB18,1.0,1.0,85.71870703,53.9402122497559,219.8596283019,244.082809448242,127.726,0.0,-18.1833,-69.9993
11342062_4.3,PB06,0.0,0.0,304.2762022,286.477355957031,124.958812079896,134.129547119141,72.813,0.0,-24.261,-67.1163
11342373_4.2,PB09,0.0,0.0,92.99681345,83.0835494995117,142.270128016338,129.345672607422,93.322,0.0,-22.4597,-68.689
