id_evento,Estacion,Real_izq_der,Estimacion_izq_der,Real_distance,Estimacion_distance,Real_baz,Estimacion_baz,Distancia_Costa,costero,lat,lon
11346656_4.1,PB09,0.0,0.0,78.11586593,88.1669845581055,107.085993198419,137.518478393555,93.322,0.0,-22.0021,-68.5188
11348574_4.2,PB09,0.0,0.0,62.63280952,80.3543167114258,47.7107532084785,48.9726257324219,93.322,0.0,-21.4152,-68.795
11350432_4.5,PB06,0.0,0.0,221.0600795,235.32926940918,141.572577355957,129.480178833008,72.813,0.0,-24.2637,-68.219
11350957_4.5,GO01,1.0,1.0,104.0103769,98.2173690795898,182.3839619,188.336029052734,101.981,0.0,-20.6072,-69.2357
11355076_4.1,PB06,0.0,0.0,316.520588,293.423553466797,120.725058031765,120.16707611084,72.813,0.0,-24.1434,-66.895
11355942_4.9,PB06,0.0,0.0,89.03715284,85.1995849609375,90.2170795004901,95.6353607177734,72.813,0.0,-22.7065,-68.7053
11356264_4.2,PB09,0.0,0.0,51.89043489,60.5490379333496,118.969950594864,104.418251037598,93.322,0.0,-22.0228,-68.8022
11357409_4.3,PB06,0.0,0.0,306.4954901,292.901214599609,125.522786400732,125.780555725098,72.813,0.0,-24.2947,-67.1149
11358368_4.2,PB09,0.0,0.0,90.28512574,77.4577789306641,51.434883631986,57.5430488586426,93.322,0.0,-21.2867,-68.5616
11358461_4.3,PB09,0.0,0.0,165.2206608,173.801773071289,115.941981522884,119.995025634766,93.322,0.0,-22.4428,-67.7986
11358521_5.1,GO01,1.0,1.0,69.71524489,81.5466842651367,340.8033484,327.435394287109,101.981,0.0,-19.0736,-69.412
11361063_4.8,GO01,1.0,1.0,36.76197033,31.6525726318359,254.80901,233.618499755859,101.981,0.0,-19.7552,-69.5327
11363202_4.1,PB09,1.0,1.0,89.76736273,71.4715270996094,343.971661673551,346.337707519531,93.322,0.0,-21.017,-69.4803
11363291_4.2,PB18,1.0,1.0,109.9256628,70.3863220214844,183.214609818991,186.664596557617,127.726,0.0,-18.5811,-69.5384
11364140_4.9,PB09,0.0,0.0,55.62902247,68.9906463623047,83.4213805700523,93.4809188842774,93.322,0.0,-21.738,-68.7077
11364376_4.4,PB06,0.0,0.0,317.3935243,307.0859375,121.717543464566,127.695358276367,72.813,0.0,-24.1902,-66.9147
11365718_4.7,PB06,0.0,0.0,266.8405271,283.508392333984,122.374909404466,122.58602142334,72.813,0.0,-23.9805,-67.3575
11366873_4.8,CO02,0.0,0.0,212.0116769,221.713256835937,110.5307313,120.397201538086,61.890,0.0,-31.8572,-68.9023
11368749_4.5,PB06,0.0,0.0,292.9412099,290.574005126953,128.156933790022,127.570114135742,72.813,0.0,-24.3237,-67.3026
11369909_4.2,CO01,0.0,0.0,368.6012055,352.088897705078,126.2322168,152.587203979492,121.188,0.0,-31.9049,-66.9508
11373636_4.3,PB06,0.0,0.0,269.6518552,279.489715576172,126.955274085314,124.89754486084,72.813,0.0,-24.1554,-67.4518
11375372_4.8,PB18,1.0,1.0,127.1327345,45.2477188110352,205.028623418145,232.609649658203,127.726,0.0,-18.6296,-69.9897
11375969_4.3,AC02,0.0,0.0,250.9587667,247.272415161133,132.253753138057,133.729278564453,166.364,0.0,-28.3456,-67.2347
11377123_4.2,PB06,0.0,0.0,304.325689,302.187927246094,117.248889422933,121.077461242676,72.813,0.0,-23.9417,-66.9142
11377761_4.4,PB18,1.0,1.0,36.41540471,20.4479179382324,271.020988419354,275.420471191406,127.726,0.0,-17.5833,-69.823
11385826_4.5,PB18,1.0,1.0,35.04185709,56.9657592773438,278.388950330545,266.795043945312,127.726,0.0,-17.543,-69.8065
11385843_4.8,PB06,0.0,0.0,303.0762149,290.496398925781,124.803746063217,124.996200561523,72.813,0.0,-24.2488,-67.1216
11386159_4.1,GO01,1.0,1.0,70.78361797,78.5813674926758,344.2089059,326.234283447266,101.981,0.0,-19.0531,-69.3772
11387057_4.1,GO01,0.0,0.0,263.8382787,214.076889038086,90.1517328,70.6940536499023,101.981,0.0,-19.6572,-66.6783
11387936_4.5,PB06,0.0,0.0,291.6448469,295.368286132812,128.763383642017,126.698173522949,72.813,0.0,-24.3387,-67.3313
11390710_4.5,PB06,0.0,0.0,289.8267517,297.284484863281,122.000757997222,126.276054382324,72.813,0.0,-24.0742,-67.1551
11391729_4.6,PB09,0.0,0.0,246.352407,243.265548706055,114.719947202946,119.951507568359,93.322,0.0,-22.7123,-67.0638
11394708_4.3,PB06,0.0,0.0,304.7095033,302.736206054688,120.217950704609,129.379440307617,72.813,0.0,-24.0694,-66.9829
11395563_4.2,PB06,0.0,0.0,264.0463066,298.045593261719,100.230175174306,122.370185852051,72.813,0.0,-23.1091,-67.0352
11400427_4.9,CO02,0.0,0.0,140.2232787,118.386375427246,111.5070595,102.415077209473,61.890,0.0,-31.66,-69.6247
11405149_4.1,PB09,0.0,0.0,64.83367297,65.4516983032227,86.8930344730937,95.1935958862305,93.322,0.0,-21.7635,-68.616
11408280_4.7,PB06,0.0,0.0,101.6920612,85.2213973999023,122.981040532512,119.139549255371,72.813,0.0,-23.2035,-68.7386
11410193_4.4,PB06,0.0,0.0,85.11370748,107.239463806152,101.130305708221,130.720474243164,72.813,0.0,-22.8521,-68.7582
11411338_4.6,PB09,0.0,0.0,51.69606218,67.2580490112305,106.280722909223,108.474464416504,93.322,0.0,-21.9266,-68.7616
11417470_4.5,PB06,0.0,0.0,324.7004308,318.68505859375,117.118239381761,124.010444641113,72.813,0.0,-24.0168,-66.7313
11420634_4.3,GO01,1.0,1.0,95.20822815,87.462646484375,337.0576847,330.761260986328,101.981,0.0,-18.8761,-69.5464
11431133_4.4,PB06,0.0,0.0,286.1745572,295.182983398437,126.668733196422,125.427314758301,72.813,0.0,-24.2328,-67.3121
11436320_4.2,CO01,0.0,0.0,154.339154,175.93669128418,148.7023575,145.32307434082,121.188,0.0,-31.1642,-69.253
11436621_4.4,PB06,0.0,0.0,303.37013,296.149017333984,128.249706338807,129.352508544922,72.813,0.0,-24.3842,-67.2237
11437243_4.1,PB06,0.0,0.0,79.54665791,88.5669021606445,81.2501993676972,80.9398956298828,72.813,0.0,-22.5947,-68.8073
11439146_4.3,PB06,0.0,0.0,287.446889,290.261474609375,128.274463080899,127.176086425781,72.813,0.0,-24.2979,-67.3492
11448447_4.2,GO01,1.0,1.0,90.74690628,70.7381362915039,180.9618055,180.413314819336,101.981,0.0,-20.4881,-69.2088
11456000_4.1,GO01,1.0,1.0,83.71623179,35.4037628173828,253.3535416,268.471313476562,101.981,0.0,-19.8835,-69.9601
11456286_4.7,CO01,0.0,0.0,187.0326559,182.023376464844,131.1592797,137.670379638672,121.188,0.0,-31.0794,-68.6183
11456977_4.6,CO01,0.0,0.0,205.6176535,195.56787109375,109.5898352,115.996711730957,121.188,0.0,-30.5837,-68.0742
11473696_4.5,PB06,0.0,0.0,314.5412428,293.264251708984,122.280838676433,123.087112426758,72.813,0.0,-24.201,-66.9545
11478161_4.3,PB06,0.0,0.0,193.3711305,194.851013183594,129.113518335847,123.906341552734,72.813,0.0,-23.8005,-68.0997
11479320_4.8,PB06,0.0,0.0,304.1244424,302.426971435547,114.979157164587,117.87361907959,72.813,0.0,-23.8424,-66.8659
11479326_4.5,GO01,0.0,0.0,93.47327929,85.6075210571289,153.9443012,139.774566650391,101.981,0.0,-20.4266,-68.8008
11479412_4.4,PB06,0.0,0.0,302.2920297,296.936248779297,117.05027403083,122.456192016602,72.813,0.0,-23.9251,-66.9276
11484409_4.2,PB09,0.0,0.0,37.75340976,52.307430267334,39.3518292643596,60.0360908508301,93.322,0.0,-21.5326,-69.0108
11485104_4.3,PB06,0.0,0.0,301.7101939,293.471038818359,123.568070114988,123.529220581055,72.813,0.0,-24.1928,-67.0977
11487389_4.4,PB06,0.0,0.0,301.9738344,300.558654785156,119.51824676735,122.035034179688,72.813,0.0,-24.0282,-66.9889
11498297_4.2,PB06,0.0,0.0,286.6873785,286.897644042969,123.328897029873,128.007736206055,72.813,0.0,-24.1106,-67.2159
11500834_4.5,PB09,0.0,0.0,105.3810366,89.4308929443359,136.499248999927,131.182327270508,93.322,0.0,-22.4852,-68.537
11500899_4.6,GO01,0.0,0.0,100.5100435,77.3236236572266,172.8489595,169.263946533203,101.981,0.0,-20.5693,-69.0742
11506479_4.3,PB09,0.0,0.0,257.4483043,251.630477905273,87.6227922517231,81.2705459594727,93.322,0.0,-21.6813,-66.7563
11508870_4.1,PB09,0.0,0.0,94.66728183,90.4318389892578,34.808803371107,50.0843315124512,93.322,0.0,-21.0936,-68.7218
11510677_4.5,PB09,0.0,0.0,156.5463452,168.648178100586,70.6261520586574,72.7315673828125,93.322,0.0,-21.3213,-67.8184
